1267,2016-04-28,17:00:00,20:00:00,Stima immobiliare,29
1410,2016-07-22,15:00:00,18:30:00,-,29
1412,2016-07-25,08:00:00,13:00:00,predisposizione file prima delle vacanze,22
1425,2016-08-16,08:45:00,10:30:00,<p>Richard Comune ricerche di archivio e colloquio arch. Boscarolli</p>,13
1426,2016-08-17,08:00:00,09:30:00,<p>RIchard + Martin</p>,13
1435,2016-08-24,15:00:00,19:00:00,-,22
1434,2016-08-24,08:15:00,13:00:00,-,22
1446,2016-08-30,08:30:00,13:00:00,preparazione incontro domani (piante 2 ipotesi),22
1447,2016-08-30,15:00:00,19:00:00,preparazione incontro 31.09,22
1459,2016-09-06,08:15:00,13:30:00,proposta accordo transattivo,26
1458,2016-09-06,15:00:00,19:00:00,preparazione planimetria in via S.Maria del Conforto,22
1494,2016-09-28,08:30:00,13:00:00,preparazioneincontro 30.09,22
1495,2016-10-29,08:30:00,22:00:00,preparazione incontro 30-09,22
1528,2016-10-18,08:00:00,23:59:00,consegna progetto sportello informatico,22
1554,2016-11-04,08:15:00,13:00:00,Parcheggi,22
1666,2017-01-31,07:30:00,15:00:00,appuntamento Zambaldo Uderzo - ing.Mauro,22
1667,2017-01-31,16:15:00,17:30:00,invio pdf Verona,22
1737,2017-03-21,15:00:00,15:30:00,<p>prima verifica riparazioni De Fazio</p>,5
1738,2017-03-21,15:30:00,18:30:00,<p>prima verifica riparazioni De Fazio</p>,5
1740,2017-03-21,17:00:00,18:00:00,"<p>conferma incarico Albatros (sottoscrizione contratto)</p>
<p>verifica pagamenti primo quadrimestre</p>",5
1819,2017-05-16,08:30:00,10:30:00,BP313 rendering aggiustaggio,14
1895,2017-06-17,15:00:00,19:00:00,rendering tettoia,37
1896,2017-06-18,15:00:00,19:00:00,rendering tettoia,37
1897,2017-06-19,08:30:00,13:00:00,Entwurf tipo 40.03 - piante,14
1898,2017-06-19,15:00:00,16:00:00,Incontro per definire ultimi lavori,36
1899,2017-06-19,16:00:00,18:00:00,ristampa copie scomparse integrzione per Comune,31
1900,2017-06-19,18:00:00,19:00:00,email pec al direttore dei lavori,36
1901,2017-06-20,08:00:00,08:45:00,consegna integrazione in Comune ufficio Hoeglinger,31
1902,2017-06-20,08:45:00,09:30:00,email pec ing bubbola,36
1903,2017-06-20,15:00:00,19:00:00,elaborazione dettaglio,37
1904,2017-06-21,08:15:00,13:00:00,typ 40.03 quasi finito - manca risoluzione questione antincendio,14
1905,2017-06-21,15:00:00,18:00:00,variante alloggio fratello MZ,13
1906,2017-06-21,18:00:00,20:00:00,inviato dettaglio per computo costi,37
1907,2017-06-24,15:00:00,19:00:00,ripristino software registro ore,4
1908,2017-06-25,10:00:00,12:00:00,ripristino software registro ore,4
1909,2017-06-26,08:15:00,13:30:00,prosegue lavoro su typ 40.03,14
1910,2017-06-26,15:00:00,18:30:00,calcolo volume e preparaione consegna cd,31
1911,2017-06-27,08:15:00,13:00:00,prosegue progetto typ 40.03,14
1912,2017-06-27,15:00:00,18:00:00,prosegue progetto typ 20,14
1913,2017-06-28,12:15:00,13:00:00,prosegue progetto typ 20,14
1914,2017-06-28,15:00:00,18:00:00,rendering fotorealistico,37
1915,2017-06-29,08:15:00,13:00:00,prosegue lavoro su typ 20,14
1916,2017-06-29,15:15:00,16:30:00,cassette postali e assicurazione,5
1917,2017-06-29,16:30:00,18:30:00,typo 20,14
1918,2017-06-30,08:15:00,13:00:00,typo 20,14
1919,2017-06-30,15:00:00,16:00:00,varie predisposizioni per lavori Unterberger,13
1920,2017-06-30,16:00:00,19:30:00,software per registro ore x Unterberger,13
1921,2017-07-01,09:30:00,12:00:00,software per registro ore,4
1922,2017-07-02,10:00:00,12:00:00,software per registro ore (almeno metà a carico Unterberger dato che costituisce base per mio compenso e quindi non ha solo utilità di gestionale del mio ufficio) Nel seguito saranno computate le ore in parte a mio carico e in parte carico Unterberger,13
1923,2017-07-02,15:00:00,19:00:00,software per registro ore (almeno metà a carico Unterberger dato che costituisce base per mio compenso e quindi non ha solo utilità di gestionale del mio ufficio) Nel seguito saranno computate le ore in parte a mio carico e in parte carico Unterberger,4
1924,2017-07-03,08:15:00,13:00:00,tipo 20 - computo GR - verifica BauNVO distinzione tra Haupt-e Nebenanlage,14
1925,2017-07-03,14:15:00,15:15:00,registro ore,13
1926,2017-07-03,15:15:00,18:00:00,altri render fotorealistici,37
1927,2017-07-04,08:15:00,13:00:00,BP313 chiarimento oltrepassamento Baugrenzlinie + tipo 20,14
1928,2017-07-04,15:00:00,16:00:00,lettura e commento email Bertelli - contratto appaltatori,22
1929,2017-07-04,16:00:00,18:00:00,lettera accompagnamento proposta,37
1930,2017-07-05,08:30:00,13:00:00,typo 20 - prospetti e sezioni,14
1931,2017-07-05,15:00:00,16:30:00,typo 20 - prospetti e sezioni,14
1932,2017-07-05,16:30:00,17:30:00,typo 20 - prospetti e sezioni,37
1933,2017-07-05,17:30:00,19:00:00,studio mappe,1
1934,2017-07-06,08:15:00,13:00:00,studio mappa e visura in Comune lotto unico,1
1935,2017-07-06,15:00:00,18:00:00,esame documentazione reperita in Comune,1
1936,2017-07-07,08:15:00,13:00:00,analisi dati raccolti in Comune,1
1937,2017-07-07,15:00:00,18:30:00,analisi dati raccolti in Comune,1
1938,2017-07-10,08:15:00,11:00:00,"Chiarimento quesiti tecnici presso ufficio tecnico Comune
Varie elaborazioni",1
1939,2017-07-10,11:00:00,13:00:00,"nuova ipotesi via di fuga Staffelgeschoss
completamento planimetrie",14
1940,2017-07-10,15:00:00,16:00:00,planimetria computo GRZ Wa 17,14
1941,2017-07-10,16:00:00,17:00:00,consegna documentazione ragazzi,25
1942,2017-07-10,17:00:00,18:30:00,computo GRZ wa17,14
1943,2017-07-10,18:30:00,19:00:00,risposta email MZ,22
1944,2017-07-09,16:00:00,18:00:00,preparazione incontro in Comune,1
1945,2017-07-09,18:00:00,19:30:00,compilazione e invio modello 770,5
1946,2017-07-11,08:15:00,13:00:00,computo grz per tipo 40-3,14
1947,2017-07-11,16:00:00,18:30:00,schizzi planimetrici,1
1948,2017-07-11,15:00:00,16:00:00,Colloquio con Committente,2
1949,2017-07-11,18:30:00,19:15:00,Scambio osservazioni con Alex Canestrini,37
1950,2017-07-12,08:30:00,13:00:00,sviluppo e verifiche,1
2432,2018-05-30,08:15:00,13:00:00,esecutivo,1
1951,2017-07-12,15:00:00,16:00:00,Copia elaborati grafici rilievo,2
1952,2017-07-12,16:00:00,18:00:00,sviluppo e verifiche,1
1953,2017-07-13,08:30:00,11:00:00,preparazione per spedizione files completati,14
1954,2017-07-13,11:00:00,13:15:00,nuova visura e stesura calcoli,1
1955,2017-07-13,15:00:00,18:30:00,studio area,1
1956,2017-07-14,08:15:00,12:00:00,invio genehmigungsplanung vorabzug,14
1957,2017-07-14,12:00:00,13:15:00,studio planimetria,1
1958,2017-07-14,15:00:00,19:30:00,sviluppo,1
1959,2017-07-15,16:30:00,19:30:00,relazione e impaginazione tavole,37
1960,2017-07-17,08:15:00,13:00:00,sviluppo,1
1961,2017-07-17,15:00:00,18:30:00,sviluppo,1
1962,2017-07-17,18:30:00,19:30:00,preparazione incontro,22
1963,2017-07-18,08:00:00,10:00:00,incontro nr 1,1
1964,2017-07-18,10:00:00,12:00:00,preparazione incontro,22
1965,2017-07-18,12:00:00,18:30:00,incontro a Verona,22
1966,2017-07-27,08:15:00,13:00:00,sviluppo controllo progetto Canini e rilievo,1
1967,2017-07-27,15:00:00,19:00:00,preparazione incontro 28.07,22
1968,2017-07-28,08:15:00,10:00:00,incontro geologo Dessi,1
1969,2017-07-28,10:00:00,19:00:00,"riunione aa Verona con Alpinq-Viviani, Bertelli, Gino, MZ",22
1970,2017-07-31,08:15:00,13:30:00,sviluppo progetto,1
1971,2017-07-31,15:00:00,18:30:00,sviluppo progetto,1
1972,2017-08-01,08:15:00,13:30:00,Nuovi elaborati per incontro 04.08,22
1973,2017-08-01,14:30:00,16:30:00,Nuovi elaborati per incontro 04.08,22
1974,2017-08-01,19:00:00,20:00:00,Nuovi elaborati per incontro 04.08,22
1975,2017-08-02,08:15:00,13:30:00,Calcolo Sul integrazione documentazione Sua Vr,22
1976,2017-08-02,14:30:00,19:30:00,Calcolo Sul integrazione documentazione Sua Vr,22
1977,2017-08-03,08:30:00,13:30:00,Calcolo Sul integrazione documentazione Sua Vr,22
1978,2017-08-03,15:30:00,16:30:00,"Integrazione documentazione Sua Vr, elaborati provvisori",22
1979,2017-08-04,07:15:00,15:30:00,"VR INCONTRO CON Uderzo, incontro con Viviani e Alpini, incontro con Bertelli e Schena",22
1982,2017-08-08,08:15:00,10:00:00,Computo oneri di urbanizzazione e invio email,31
1983,2017-08-08,10:00:00,13:30:00,Sovrapposizioni e sviluppo sezione tipo,1
1984,2017-08-08,15:00:00,19:00:00,Sviluppo interrato e piano tipo,1
1985,2017-08-09,08:30:00,13:30:00,Sviluppo interrato e piano tipo,1
1986,2017-08-09,15:00:00,19:00:00,Sviluppo interrato e piano tipo,1
1980,2017-08-07,08:15:00,10:00:00,sviluppo,1
1981,2017-08-07,10:00:00,12:00:00,Visura in Comune per oneri di urbanizzazione,31
1987,2017-08-06,15:00:00,19:00:00,sviluppo,1
1988,2017-08-10,08:00:00,09:00:00,stampe per incontro,1
1989,2017-08-10,09:00:00,10:30:00,incontri in comune x oneri e convenzionamento,31
1990,2017-08-10,10:30:00,12:30:00,stampe x incontro,1
1991,2017-08-10,16:30:00,18:30:00,incontro,1
1992,2017-08-11,08:15:00,13:00:00,sviluppo nuovi corpi di fabbrica,1
1993,2017-08-11,15:00:00,16:30:00,sopralluogo,1
1994,2017-08-18,09:00:00,12:30:00,opzioni terrazza per piante di vendita EFH,14
1995,2017-08-19,16:00:00,19:00:00,sviluppo variante 2,1
1996,2017-08-20,15:30:00,19:30:00,sviluppo variante 2,1
1997,2017-08-21,08:15:00,09:00:00,consegna copia cartacea in comune,37
1998,2017-08-21,09:00:00,10:00:00,"copie per banca e comune, compilazione atto unilaterale d''obbligo",31
1999,2017-08-21,10:00:00,13:00:00,elaborati EFH per posizione terrazze,14
2000,2017-08-21,18:00:00,20:30:00,computo nuova SUL,22
2001,2017-08-22,08:15:00,10:30:00,nuovo calcolo sul,22
2002,2017-08-22,11:30:00,13:00:00,nuovo calcolo sul,22
2003,2017-08-22,15:00:00,15:30:00,nuovo calcolo sul,22
2004,2017-08-22,18:00:00,20:30:00,nuovo calcolo sul,22
2005,2017-08-22,10:30:00,11:30:00,nuovo intervento via Roma,31
2006,2017-08-23,08:30:00,13:00:00,nuovi elaborati per integrazione consegna,22
2007,2017-08-21,18:00:00,20:30:00,computo nuova SUL,22
2008,2017-08-23,08:15:00,13:30:00,Elaborati da presentare 25.08.17,22
2009,2017-08-23,15:00:00,20:30:00,Elaborati da presentare 25.08.17,22
2010,2017-08-24,08:15:00,13:30:00,preparazione tavole per incontro,22
2011,2017-08-24,15:00:00,16:15:00,preparazione tavole per incontro,22
2012,2017-08-24,17:30:00,19:30:00,preparazione tavole per incontro,22
2013,2017-08-25,06:30:00,15:30:00,incontro Verona ufficio SUAP e assessore Segala insieme a Paolo Bertelli,22
2014,2017-08-25,15:30:00,19:30:00,"preparazione incontro nr 3
Pohl, Tappeiner, Richard, Martin 
ok elaborati",1
2015,2017-08-28,08:15:00,13:00:00,relazione tecnica x consegna intergrazione,22
2016,2017-08-28,15:00:00,18:00:00,relazione tecnica x consegna intergrazione,22
2017,2017-08-29,08:15:00,10:00:00,spedizione via pec elaborati e stampe per incontro consegna copia di cortesia e incontro 01.09,22
2018,2017-08-29,10:00:00,13:30:00,"sviluppo - riduzione alloggi per ottenere superfici richieste
modifica sud ovest : 2 x 2Ziwo",1
2019,2017-08-29,15:00:00,19:00:00,"sviluppo - riduzione alloggi per ottenere superfici richieste
modifica sud ovest : 2 x 2Ziwo",1
2020,2017-08-31,08:15:00,13:00:00,sviluppo progetto,1
2021,2017-08-31,15:00:00,20:00:00,sviluppo progetto,1
2022,2017-09-01,08:15:00,13:00:00,Sviluppo progettuale,1
2023,2017-09-01,15:00:00,19:00:00,Sviluppo progettuale,1
2024,2017-09-02,09:30:00,13:30:00,sviluppo 3d,1
2025,2017-09-03,16:30:00,20:00:00,sviluppo 3d,1
2026,2017-09-04,08:15:00,13:00:00,sviluppo e 3d,1
2027,2017-09-04,15:00:00,15:30:00,sviluppo e 3d,1
2028,2017-09-04,15:30:00,21:00:00,appuntamento co Alpinq per contratto prestatori d'opera,22
2029,2017-09-05,11:00:00,13:00:00,sviluppo 3d e incontro con geologo,1
2030,2017-09-05,15:00:00,19:00:00,sviluppo(pssaggio a revit 18),1
2031,2017-09-06,08:30:00,13:00:00,sviluppo 3d,1
2032,2017-09-06,15:00:00,19:00:00,sviluppo 3d + planimetria elaborata per incontro MZ - De Bertoldi,1
2033,2017-09-07,08:15:00,13:00:00,sviluppo 3d  e prospetti,1
2034,2017-09-07,15:00:00,19:00:00,sviluppo 3d  e prospetti,1
2035,2017-09-08,08:15:00,10:00:00,sviluppo,1
2036,2017-09-08,10:00:00,12:30:00,stampa elaborati,22
2037,2017-09-08,12:30:00,12:45:00,sviluppo prospetti,1
2038,2017-09-08,15:00:00,19:00:00,sviluppo prospetti,1
2039,2017-09-10,15:00:00,19:00:00,sviluppo blender 3d,1
2433,2018-05-30,15:00:00,19:00:00,esecutivo,1
2040,2017-09-11,08:15:00,13:00:00,sviluppo 3d e prospetti,1
2041,2017-09-11,15:00:00,20:00:00,sviluppo 3d e prospetti,1
2042,2017-09-12,08:15:00,13:00:00,sviluppo 3d e prospetti,1
2043,2017-09-12,15:00:00,19:30:00,sviluppo 3d e prospetti,1
2044,2017-09-13,08:15:00,09:15:00,sopralluogo e varie,35
2045,2017-09-13,09:15:00,13:00:00,sviluppo,1
2046,2017-09-13,15:00:00,17:00:00,sviluppo,1
2047,2017-09-14,08:15:00,13:00:00,sviluppo,1
2048,2017-09-14,15:00:00,19:00:00,sviluppo,1
2049,2017-09-14,20:00:00,21:30:00,sviluppo,1
2050,2017-09-15,08:15:00,13:00:00,sviluppo,1
2051,2017-09-15,15:00:00,21:00:00,sviluppo + incontro nr 4,1
2052,2017-09-16,16:00:00,19:00:00,nuova variante B1,1
2053,2017-09-17,10:00:00,13:00:00,nuova variante B1,1
2054,2017-09-17,15:30:00,19:30:00,nuova variante B1,1
2055,2017-09-18,08:15:00,13:00:00,sviluppo facciate,1
2056,2017-09-18,15:00:00,19:30:00,sviluppo facciate,1
2057,2017-09-19,08:15:00,13:30:00,sviluppo facciate,1
2058,2017-09-19,15:00:00,16:30:00,note esecutivo Wa18,14
2059,2017-09-19,16:30:00,19:30:00,sviluppo facciate,1
2060,2017-09-20,08:15:00,13:00:00,sviluppo facciate,1
2061,2017-09-20,15:00:00,17:15:00,sviluppo facciate,1
2062,2017-09-21,08:15:00,13:15:00,"variante H-1,7",1
2063,2017-09-21,14:30:00,19:30:00,"variante H-1,7",1
2064,2017-09-22,08:15:00,13:15:00,sviluppo,1
2065,2017-09-22,15:00:00,19:45:00,"sviluppo
+ incontro nr 5",1
2066,2017-09-23,10:00:00,13:00:00,sviluppo,1
2067,2017-09-24,09:30:00,13:00:00,nuova variante planimetrie,1
2069,2017-09-24,15:00:00,20:30:00,nuova variante planimetrie,1
2070,2017-09-25,08:15:00,13:00:00,nuova variante planimetrie,1
2071,2017-09-25,14:00:00,20:30:00,incontro a VR team tecnico,22
2072,2017-09-26,08:15:00,11:00:00,elaborati consegna,1
2073,2017-09-26,14:30:00,20:30:00,elaborati consegna,1
2074,2017-09-26,21:30:00,23:45:00,elaborati consegna,1
2075,2017-09-27,08:15:00,11:30:00,preparazione tavole consegna 28.09,1
2076,2017-09-27,14:30:00,21:30:00,preparazione tavole consegna 28.09,1
2077,2017-09-28,07:45:00,13:00:00,preparazione tavole consegna 28.09,1
2078,2017-09-28,15:00:00,18:30:00,invio files con resoconto superfici e pdf di progetto,1
2079,2017-09-29,08:30:00,12:30:00,ordine,1
2080,2017-10-02,08:15:00,12:00:00,proposta contratto Alpiq-Viviani,22
2081,2017-10-02,12:00:00,19:45:00,"viaggio e sopralluogo - incontro con Paolo B, Claudio B, Andrea e Daniele Della Valle, e tre loro collaboratori, Gino Zardini, Nicola Schena",22
2082,2017-10-03,08:15:00,13:00:00,affitti - ecc vedi agenda,25
2083,2017-10-03,15:00:00,19:45:00,"computi dati urbanistici 
procura Ferrazin - Panetta",1
2084,2017-10-04,08:15:00,13:00:00,relazione integrazioni,1
2085,2017-10-04,15:00:00,19:00:00,relazione integrazioni,1
2086,2017-10-05,08:30:00,13:00:00,relazione integrazioni,1
2087,2017-10-05,15:00:00,19:30:00,relazione integrazioni,1
2088,2017-10-06,08:15:00,13:00:00,relazione integrazioni,1
2089,2017-10-06,15:00:00,19:00:00,relazione integrazioni,1
2090,2017-10-07,10:30:00,12:30:00,sezioni,1
2091,2017-10-07,15:30:00,18:30:00,ultimazione disegni consegna comune,1
2092,2017-10-09,08:15:00,13:00:00,stampa tavole x ufficio tecnico,1
2093,2017-10-09,15:00:00,21:45:00,incontro team tecnico,22
2094,2017-10-10,08:15:00,13:00:00,consegna,1
2095,2017-10-10,15:00:00,18:30:00,testi descrittivi,37
2096,2017-10-11,08:15:00,13:00:00,ordine,1
2097,2017-10-12,08:15:00,13:00:00,Ordine - ristampe - soluzioni alternative accesso,1
2098,2017-10-13,08:15:00,13:00:00,Ordine - ristampe - soluzioni alternative accesso,1
2099,2017-10-13,17:00:00,20:00:00,Incontro con fam. Ferrazin,1
2100,2017-10-16,08:15:00,13:00:00,riesame contratto viviani-alpiq-psp,22
2101,2017-10-17,08:15:00,10:30:00,proposta museo del treno,22
2102,2017-10-17,10:30:00,13:00:00,proposta variante accesso,1
2103,2017-10-17,16:00:00,17:00:00,sopralluogo x proposta variante accesso,1
2104,2017-10-17,17:00:00,20:00:00,esame variante accesso,1
2105,2017-10-18,08:15:00,13:00:00,variante museo e rotatoria,22
2106,2017-10-19,08:15:00,13:00:00,nuovo interrato con ipotesi accesso da p.ed 2381,1
2107,2017-10-19,15:00:00,19:30:00,nuovo interrato con ipotesi accesso da p.ed 2381,1
2108,2017-10-20,08:15:00,13:00:00,variante accessso,1
2109,2017-10-23,08:15:00,13:00:00,variante accessso,1
2110,2017-10-24,08:15:00,13:00:00,test facciate e interrato,1
2111,2017-10-25,08:15:00,13:00:00,test facciate e interrato,1
2112,2017-10-26,08:15:00,13:00:00,test facciate e interrato,1
2113,2017-10-26,15:00:00,18:30:00,nuovo 3D,1
2114,2017-10-27,08:15:00,13:00:00,nuova variante accesso controllo con rilievo,1
2115,2017-10-27,15:00:00,19:30:00,Revisione 3d,1
2117,2017-10-31,08:15:00,13:00:00,Elaborati integrativi x ce,1
2118,2017-10-31,15:00:00,19:30:00,Elaborati integrativi x ce,1
2116,2017-10-30,15:00:00,19:00:00,Elaborati integrativi x ce,1
2119,2017-10-30,08:15:00,12:00:00,Incontro in comune e chiarimenti trattazione ce,1
2120,2017-10-31,09:30:00,12:00:00,Tavole integrative,1
2121,2017-10-31,15:30:00,19:00:00,Tavole integrative,1
2122,2017-11-01,09:30:00,11:00:00,Fotografie,1
2123,2017-11-01,11:30:00,12:30:00,Fotografie,1
2124,2017-11-01,15:30:00,20:00:00,Tavole integrative,1
2125,2017-11-02,08:15:00,13:15:00,Tavole integrative,1
2126,2017-11-02,15:15:00,19:30:00,Tavole integrative,1
2127,2017-11-03,08:15:00,13:15:00,Tavole integrative,1
2128,2017-11-03,15:15:00,20:45:00,Tavole integrative,1
2129,2017-11-04,10:00:00,12:30:00,integrazioni,1
2130,2017-11-04,15:30:00,20:30:00,integrazioni,1
2131,2017-11-06,08:00:00,13:00:00,consegna in comune e varie,1
2132,2017-11-07,08:30:00,13:00:00,varie,1
2133,2017-11-08,08:30:00,13:00:00,recupero parere e analisi dello stesso,1
2134,2017-11-08,15:00:00,18:45:00,recupero parere e analisi dello stesso,1
